,DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Wind Gust
1609,09-03-2021,02-00,11.5,152,0.97,2936.796067,0,2,77,85,10.799999
1610,09-03-2021,03-00,11.5,152,0.97,2936.796067,0,2,77,85,10.08
1611,09-03-2021,04-00,11.4,165,0.97,3160.247942,0,2,85,54,9
1612,09-03-2021,05-00,11.2,179,0.97,3368.242995,0,2,85,54,7.92
1613,09-03-2021,06-00,11.5,203,0.97,3922.168432,0,2,85,54,7.2
1614,09-03-2021,07-00,11.4,250,0.97,4788.254458,0,2,91,41,6.12
1615,09-03-2021,08-00,11.2,276,0.97,5193.491993,0,2,91,41,8.64
1616,09-03-2021,09-00,11.4,257,0.97,4922.325582,0,2,91,41,9
1617,09-03-2021,10-00,11.7,237,0.97,4658.719574,0,2,90,47,9.36
1618,09-03-2021,11-00,11.8,226,0.97,4480.462101,0,2,90,47,13.32
1619,09-03-2021,12-00,11.7,217,0.97,4265.578681,0,2,90,47,17.64
1620,09-03-2021,13-00,11.7,217,0.97,4265.578681,0,2,80,66,18.359999
1621,09-03-2021,14-00,11.3,199,0.97,3778.016771,0,2,80,66,19.08
1622,09-03-2021,15-00,11.3,211,0.97,4005.836878,0,2,80,66,19.8
1623,09-03-2021,16-00,11.2,231,0.97,4346.726994,0,2,76,74,20.16
1624,09-03-2021,17-00,11.2,251,0.97,4723.066993,0,2,76,74,19.44
1625,09-03-2021,18-00,11.3,217,0.97,4119.746932,0,2,76,74,14.759999
1626,09-03-2021,19-00,11.8,51,0.97,1011.077731,0,2,76,74,11.159999
1627,09-03-2021,20-00,11.8,50,0.97,991.2526772,0,2,76,74,12.959999
1628,09-03-2021,21-00,11.8,47,0.97,931.7775165,0,2,76,74,10.440001
1629,09-03-2021,22-00,11.8,42,0.97,832.6522488,0,2,72,84,8.28
1630,09-03-2021,23-00,11.7,39,0.97,766.62474,0,2,72,84,7.5599995
1631,09-03-2021,24-00,11.5,37,0.97,714.8779901,0,2,72,84,7.5599995
1632,10-03-2021,01-00,11.3,168,0.97,3189.481495,0,2,76,78,9.72
1633,10-03-2021,02-00,11.3,163,0.97,3094.556451,0,2,76,78,10.440001
1634,10-03-2021,03-00,11.3,163,0.97,3094.556451,0,2,76,78,10.440001
1635,10-03-2021,04-00,11.2,175,0.97,3292.974995,0,2,86,58,10.08
1636,10-03-2021,05-00,11.2,185,0.97,3481.144995,0,2,86,58,9.72
1637,10-03-2021,06-00,11.2,211,0.97,3970.386994,0,2,86,58,10.440001
1638,10-03-2021,07-00,11.4,257,0.97,4922.325582,0,2,92,46,11.5199995
1639,10-03-2021,08-00,11.2,280,0.97,5268.759993,0,2,92,46,11.5199995
1640,10-03-2021,09-00,11.5,257,0.97,4965.503877,0,2,92,46,12.24
1641,10-03-2021,10-00,11.6,247,0.97,4813.791815,0,2,91,54,14.04
1642,10-03-2021,11-00,11.8,234,0.97,4639.062529,0,2,91,54,15.84
1643,10-03-2021,12-00,11.7,201,0.97,3951.065968,0,2,91,54,17.64
1644,10-03-2021,13-00,11.7,170,0.97,3341.697585,0,2,78,76,18.72
1645,10-03-2021,14-00,11.6,188,0.97,3663.938709,0,2,78,76,19.08
1646,10-03-2021,15-00,11.5,199,0.97,3844.884325,0,2,78,76,19.44
1647,10-03-2021,16-00,11.3,210,0.97,3986.851869,0,2,75,72,18.72
1648,10-03-2021,17-00,11.2,228,0.97,4290.275994,0,2,75,72,17.28
1649,10-03-2021,18-00,11.8,233,0.97,4619.237476,0,2,75,72,12.24
1650,10-03-2021,19-00,11.8,53,0.97,1050.727838,0,2,74,79,10.08
1651,10-03-2021,20-00,11.8,51,0.97,1011.077731,0,2,74,79,15.119999
1652,10-03-2021,21-00,11.8,48,0.97,951.6025701,0,2,74,79,14.04
1653,10-03-2021,22-00,11.9,44,0.97,879.6947488,0,2,74,74,18
1654,10-03-2021,23-00,11.7,40,0.97,786.2817846,0,2,74,74,19.8
1655,10-03-2021,24-00,11.4,36,0.97,689.5086419,0,2,74,74,20.880001
1656,11-03-2021,01-00,11.4,165,0.97,3160.247942,0,2,79,70,24.84
1657,11-03-2021,02-00,11.3,165,0.97,3132.526469,0,2,79,70,29.88
1658,11-03-2021,03-00,11.2,165,0.97,3104.804996,0,2,79,70,34.56
1659,11-03-2021,04-00,11.2,178,0.97,3349.425995,0,2,91,40,37.8
1660,11-03-2021,05-00,11.2,210,0.97,3951.569994,0,2,91,40,39.6
1661,11-03-2021,06-00,11.2,258,0.97,4854.785993,0,2,91,40,41.760002
1662,11-03-2021,07-00,11.4,266,0.97,5094.702743,0,2,97,27,44.639996
1663,11-03-2021,08-00,11.3,298,0.97,5657.532653,0,2,97,27,46.8
1664,11-03-2021,09-00,11.3,270,0.97,5125.952403,0,2,97,27,50.039997
1665,11-03-2021,10-00,11.6,238,0.97,4638.390493,0,2,93,37,53.639996
1666,11-03-2021,11-00,11.6,217,0.97,4229.120744,0,2,93,37,54.36
1667,11-03-2021,12-00,11.6,199,0.97,3878.318102,0,2,93,37,54.36
1668,11-03-2021,13-00,11.8,193,0.97,3826.235334,0,2,79,64,56.519997
1669,11-03-2021,14-00,11.6,185,0.97,3605.471602,0,2,79,64,62.639996
1670,11-03-2021,15-00,11.5,206,0.97,3980.131512,0,2,79,64,60.839996
1671,11-03-2021,16-00,11.4,214,0.97,4098.745816,0,2,77,62,67.32
1672,11-03-2021,17-00,11.3,239,0.97,4537.417128,0,2,77,62,75.24
1673,11-03-2021,18-00,11.8,218,0.97,4321.861672,0,2,77,62,73.799995
1674,11-03-2021,19-00,11.7,53,0.97,1041.823365,0,2,69,87,61.56
1675,11-03-2021,20-00,11.8,49,0.97,971.4276236,0,2,69,87,72
1676,11-03-2021,21-00,11.8,46,0.97,911.952463,0,2,69,87,58.679996
1677,11-03-2021,22-00,11.9,44,0.97,879.6947488,0,2,69,85,63.72
1678,11-03-2021,23-00,11.8,41,0.97,812.8271953,0,2,69,85,63.36
1679,11-03-2021,24-00,11.4,37,0.97,708.6616597,0,2,69,85,62.639996
1680,12-03-2021,01-00,11.4,169,0.96,3203.490322,0,2,79,68,59.76
1681,12-03-2021,02-00,11.4,169,0.96,3203.490322,0,2,79,68,54.36
1682,12-03-2021,03-00,11.4,169,0.96,3203.490322,0,2,79,68,50.399998
1683,12-03-2021,04-00,11.2,178,0.96,3314.89583,0,2,89,49,45.719997
1684,12-03-2021,05-00,11.2,188,0.96,3501.125933,0,2,89,49,40.32
1685,12-03-2021,06-00,11.2,200,0.96,3724.602057,0,2,89,49,37.079998
1686,12-03-2021,07-00,11.3,262,0.96,4922.793236,0,2,96,35,34.92
1687,12-03-2021,08-00,11.2,283,0.96,5270.31191,0,2,96,35,33.839996
1688,12-03-2021,09-00,11.2,274,0.96,5102.704818,0,2,96,35,40.32
1689,12-03-2021,10-00,11.6,240,0.96,4629.14827,0,2,93,46,43.199997
1690,12-03-2021,11-00,11.7,232,0.96,4513.419564,0,2,93,46,44.639996
1691,12-03-2021,12-00,11.8,222,0.96,4355.789084,0,2,93,46,47.519997
1692,12-03-2021,13-00,11.7,206,0.96,4007.605302,0,2,77,68,49.32
1693,12-03-2021,14-00,11.7,196,0.96,3813.061355,0,2,77,68,49.68
1694,12-03-2021,15-00,11.4,194,0.96,3677.379423,0,2,77,68,48.96
1695,12-03-2021,16-00,11.3,231,0.96,4340.325334,0,2,74,71,47.16
1696,12-03-2021,17-00,11.2,246,0.96,4581.26053,0,2,74,71,41.399998
1697,12-03-2021,18-00,11.6,224,0.96,4320.538386,0,2,74,71,36.36
1698,12-03-2021,19-00,11.7,53,0.96,1031.082918,0,2,72,84,33.12
1699,12-03-2021,20-00,11.8,51,0.96,1000.654249,0,2,72,84,36
1700,12-03-2021,21-00,11.8,48,0.96,941.7922343,0,2,72,84,41.399998
1701,12-03-2021,22-00,11.6,46,0.96,887.2534185,0,2,66,84,47.519997
1702,12-03-2021,23-00,11.4,41,0.96,777.1781256,0,2,66,84,50.039997
1703,12-03-2021,24-00,11.3,36,0.96,676.4143378,0,2,66,84,49.68
1704,13-03-2021,01-00,11.5,168,0.93,3112.079609,0,2,76,67,47.519997
1705,13-03-2021,02-00,11.4,168,0.93,3085.018047,0,2,76,67,49.32
1706,13-03-2021,03-00,11.4,168,0.93,3085.018047,0,2,76,67,50.76
1707,13-03-2021,04-00,11.4,168,0.93,3085.018047,0,2,87,40,52.199997
1708,13-03-2021,05-00,11.4,192,0.93,3525.734911,0,2,87,40,53.639996
1709,13-03-2021,06-00,11.4,236,0.93,4333.715828,0,2,87,40,55.079998
1710,13-03-2021,07-00,11.3,279,0.93,5078.39202,0,2,93,33,56.88
1711,13-03-2021,08-00,11.2,281,0.93,5069.53258,0,2,93,33,56.16
1712,13-03-2021,09-00,11.6,268,0.93,5007.677582,0,2,93,33,61.199997
1713,13-03-2021,10-00,11.9,248,0.93,4753.814359,0,2,91,40,63.36
1714,13-03-2021,11-00,11.8,222,0.93,4219.670675,0,2,91,40,73.799995
1715,13-03-2021,12-00,11.8,215,0.93,4086.617996,0,2,91,40,77.76
1716,13-03-2021,13-00,11.7,201,0.93,3788.135412,0,2,74,62,78.84
1717,13-03-2021,14-00,11.3,246,0.93,4477.721996,0,2,74,62,80.28
1718,13-03-2021,15-00,11.3,250,0.93,4550.530484,0,2,74,62,74.88
1719,13-03-2021,16-00,11.2,266,0.93,4798.916962,0,2,72,72,75.96
1720,13-03-2021,17-00,11.2,270,0.93,4871.081127,0,2,72,72,61.56
1721,13-03-2021,18-00,11.9,222,0.93,4255.430596,0,2,72,72,63
1722,13-03-2021,19-00,11.8,200,0.93,3801.505112,0,2,70,81,64.799995
1723,13-03-2021,20-00,11.9,185,0.93,3546.192163,0,2,70,81,46.44
1724,13-03-2021,21-00,11.9,180,0.93,3450.349132,0,2,70,81,50.399998
1725,13-03-2021,22-00,11.8,178,0.93,3383.33955,0,2,70,81,56.16
1726,13-03-2021,23-00,11.8,175,0.93,3326.316973,0,2,70,67,59.399998
1727,13-03-2021,24-00,11.5,173,0.93,3204.701026,0,2,87,67,65.159996
1728,14-03-2021,01-00,11.5,173,0.97,3342.537629,1,2,75,67,61.920002
1729,14-03-2021,02-00,11.4,170,0.97,3256.013031,1,2,75,67,56.88
1730,14-03-2021,03-00,11.4,170,0.97,3256.013031,1,2,75,67,44.639996
1731,14-03-2021,04-00,11.4,170,0.97,3256.013031,1,2,87,41,39.96
1732,14-03-2021,05-00,11.4,200,0.97,3830.603566,1,2,87,41,39.6
1733,14-03-2021,06-00,11.3,244,0.97,4632.342172,1,2,87,41,39.6
1734,14-03-2021,07-00,11.2,260,0.97,4892.419993,1,2,97,26,39.239998
1735,14-03-2021,08-00,11.4,267,0.97,5113.855761,1,2,97,26,38.519997
1736,14-03-2021,09-00,11.7,236,0.97,4639.062529,1,2,97,26,35.64
1737,14-03-2021,10-00,11.7,236,0.97,4639.062529,1,2,94,26,39.96
1738,14-03-2021,11-00,11.8,203,0.97,4024.485869,1,2,94,26,39.96
1739,14-03-2021,12-00,11.8,195,0.97,3865.885441,1,2,94,26,43.92
1740,14-03-2021,13-00,11.6,195,0.97,3800.361959,1,2,77,59,44.28
1741,14-03-2021,14-00,11.7,189,0.97,3715.181432,1,2,77,59,38.519997
1742,14-03-2021,15-00,11.7,177,0.97,3479.296897,1,2,77,59,38.88
1743,14-03-2021,16-00,11.4,215,0.97,4117.898833,1,2,71,68,43.56
1744,14-03-2021,17-00,11.3,235,0.97,4461.477092,1,2,71,68,41.399998
1745,14-03-2021,18-00,11.7,186,0.97,3656.210298,1,2,71,68,44.639996
1746,14-03-2021,19-00,11.8,52,0.97,1030.902784,1,2,68,79,37.8
1747,14-03-2021,20-00,11.8,51,0.97,1011.077731,1,2,68,79,33.12
1748,14-03-2021,21-00,11.8,48,0.97,951.6025701,1,2,68,79,34.2
1749,14-03-2021,22-00,11.8,45,0.97,892.1274095,1,2,67,87,33.48
1750,14-03-2021,23-00,11.8,41,0.97,812.8271953,1,2,67,87,29.519999
1751,14-03-2021,24-00,11.8,36,0.97,713.7019276,1,2,67,87,27
1752,15-03-2021,01-00,11.4,151,0.97,2892.105692,0,2,76,64,25.199999
1753,15-03-2021,02-00,11.4,155,0.97,2968.717764,0,2,76,64,24.119999
1754,15-03-2021,03-00,11.3,155,0.97,2942.67638,0,2,76,64,24.84
1755,15-03-2021,04-00,11.2,174,0.97,3274.157995,0,2,90,45,30.239998
1756,15-03-2021,05-00,11.2,206,0.97,3876.301995,0,2,90,45,32.399998
1757,15-03-2021,06-00,11.2,239,0.97,4497.262994,0,2,90,45,33.48
1758,15-03-2021,07-00,11.4,262,0.97,5018.090671,0,2,96,37,39.6
1759,15-03-2021,08-00,11.2,264,0.97,4967.687993,0,2,96,37,45.36
1760,15-03-2021,09-00,11.5,258,0.97,4984.824904,0,2,96,37,42.839996
1761,15-03-2021,10-00,11.7,220,0.97,4324.549815,0,2,91,42,37.8
1762,15-03-2021,11-00,11.9,212,0.97,4238.529244,0,2,91,42,38.16
1763,15-03-2021,12-00,11.8,208,0.97,4123.611137,0,2,91,42,39.239998
1764,15-03-2021,13-00,11.7,195,0.97,3833.1237,0,2,78,71,43.199997
1765,15-03-2021,14-00,11.5,176,0.97,3400.500709,0,2,78,71,45.36
1766,15-03-2021,15-00,11.2,209,0.97,3932.752994,0,2,78,71,39.96
1767,15-03-2021,16-00,11.2,210,0.97,3951.569994,0,2,72,80,36.36
1768,15-03-2021,17-00,11.2,212,0.97,3989.203994,0,2,72,80,34.56
1769,15-03-2021,18-00,11.8,182,0.97,3608.159745,0,2,72,80,33.12
1770,15-03-2021,19-00,11.8,53,0.97,1050.727838,0,2,68,81,28.44
1771,15-03-2021,20-00,11.7,51,0.97,1002.509275,0,2,68,81,24.84
1772,15-03-2021,21-00,11.7,47,0.97,923.8810969,0,2,68,81,23.4
1773,15-03-2021,22-00,11.8,45,0.97,892.1274095,0,2,71,78,20.880001
1774,15-03-2021,23-00,11.8,40,0.97,793.0021417,0,2,71,78,20.519999
1775,15-03-2021,24-00,11.8,36,0.97,713.7019276,0,2,71,78,21.599998
1776,16-03-2021,01-00,11.6,165,0.96,3182.539436,0,2,77,71,20.880001
1777,16-03-2021,02-00,11.6,165,0.96,3182.539436,0,2,77,71,19.44
1778,16-03-2021,03-00,11.6,165,0.96,3182.539436,0,2,77,71,18.72
1779,16-03-2021,04-00,11.6,170,0.96,3278.980025,0,2,88,54,20.16
1780,16-03-2021,05-00,11.6,210,0.96,4050.504737,0,2,88,54,20.880001
1781,16-03-2021,06-00,11.4,234,0.96,4435.601985,0,2,88,54,20.16
1782,16-03-2021,07-00,11.4,276,0.96,5231.735674,0,2,98,34,19.8
1783,16-03-2021,08-00,11.3,270,0.96,5073.107533,0,2,98,34,19.44
1784,16-03-2021,09-00,11.6,260,0.96,5014.910626,0,2,98,34,24.84
1785,16-03-2021,10-00,11.7,240,0.96,4669.054721,0,2,90,48,27
1786,16-03-2021,11-00,11.7,233,0.96,4532.873958,0,2,90,48,28.08
1787,16-03-2021,12-00,11.8,228,0.96,4473.513113,0,2,90,48,28.08
1788,16-03-2021,13-00,11.8,207,0.96,4061.47901,0,2,79,66,29.88
1789,16-03-2021,14-00,11.6,196,0.96,3780.471087,0,2,79,66,31.319998
1790,16-03-2021,15-00,11.4,186,0.96,3525.734911,0,2,79,66,32.399998
1791,16-03-2021,16-00,11.3,213,0.96,4002.118165,0,2,74,78,32.760002
1792,16-03-2021,17-00,11.2,233,0.96,4339.161396,0,2,74,78,31.319998
1793,16-03-2021,18-00,11.8,204,0.96,4002.616996,0,2,74,78,29.519999
1794,16-03-2021,19-00,11.3,50,0.96,939.464358,0,2,70,92,25.919998
1795,16-03-2021,20-00,11.6,51,0.96,983.6940074,0,2,70,92,18
1796,16-03-2021,21-00,11.8,47,0.96,922.1715628,0,2,70,92,17.64
1797,16-03-2021,22-00,11.8,43,0.96,843.6888766,0,2,71,87,18
1798,16-03-2021,23-00,11.5,39,0.96,745.7517957,0,2,71,87,17.64
1799,16-03-2021,24-00,11.3,35,0.96,657.6250506,0,2,71,87,15.119999
1800,17-03-2021,01-00,11.4,157,0.94,2914.023063,0,2,79,79,12.959999
1801,17-03-2021,02-00,11.4,161,0.94,2988.265689,0,2,79,79,10.440001
1802,17-03-2021,03-00,11.4,174,0.94,3229.554223,0,2,79,79,9.36
1803,17-03-2021,04-00,11.5,174,0.94,3257.883646,0,2,92,47,7.92
1804,17-03-2021,05-00,11.6,187,0.94,3531.734735,0,2,92,47,6.4799995
1805,17-03-2021,06-00,11.2,227,0.94,4139.352015,0,2,92,47,6.8399997
1806,17-03-2021,07-00,11.2,254,0.94,4631.697849,0,2,96,44,9.36
1807,17-03-2021,08-00,11.4,258,0.94,4788.649365,0,2,96,44,14.04
1808,17-03-2021,09-00,11.7,239,0.94,4552.733653,0,2,96,44,18.359999
1809,17-03-2021,10-00,11.6,246,0.94,4646.025373,0,2,95,47,19.8
1810,17-03-2021,11-00,11.6,238,0.94,4494.935117,0,2,95,47,21.24
1811,17-03-2021,12-00,11.7,237,0.94,4514.635463,0,2,95,47,29.88
1812,17-03-2021,13-00,11.8,219,0.94,4207.407755,0,2,81,76,30.239998
1813,17-03-2021,14-00,11.7,172,0.94,3276.444302,0,2,81,76,29.519999
1814,17-03-2021,15-00,11.7,176,0.94,3352.640682,0,2,81,76,29.519999
1815,17-03-2021,16-00,11.5,197,0.94,3688.523438,0,2,79,76,29.16
1816,17-03-2021,17-00,11.6,227,0.94,4287.186015,0,2,79,76,29.88
1817,17-03-2021,18-00,11.9,192,0.94,3719.946304,0,2,79,76,26.64
1818,17-03-2021,19-00,11.6,50,0.94,944.3141003,0,2,72,77,18
1819,17-03-2021,20-00,11.8,50,0.94,960.5953779,0,2,72,77,14.759999
1820,17-03-2021,21-00,11.8,47,0.94,902.9596552,0,2,72,77,15.119999
1821,17-03-2021,22-00,11.8,44,0.94,845.3239325,0,2,75,75,16.919998
1822,17-03-2021,23-00,11.5,39,0.94,730.2153,0,2,75,75,15.84
1823,17-03-2021,24-00,11.3,36,0.94,662.3223724,0,2,75,75,14.4
1824,18-03-2021,01-00,11.4,160,0.97,3064.482853,0,2,78,72,16.919998
1825,18-03-2021,02-00,11.4,162,0.97,3102.788888,0,2,78,72,16.56
1826,18-03-2021,03-00,11.4,162,0.97,3102.788888,0,2,78,72,14.04
1827,18-03-2021,04-00,11.4,175,0.97,3351.77812,0,2,88,49,13.679999
1828,18-03-2021,05-00,11.3,178,0.97,3379.331585,0,2,88,49,12.24
1829,18-03-2021,06-00,11.6,201,0.97,3917.296173,0,2,88,49,11.5199995
1830,18-03-2021,07-00,11.6,248,0.97,4833.28085,0,2,96,40,10.799999
1831,18-03-2021,08-00,11.5,256,0.97,4946.18285,0,2,96,40,10.08
1832,18-03-2021,09-00,11.5,247,0.97,4772.293609,0,2,96,40,16.919998
1833,18-03-2021,10-00,11.7,234,0.97,4599.74844,0,2,91,44,19.8
1834,18-03-2021,11-00,11.8,215,0.97,4262.386512,0,2,91,44,22.319998
1835,18-03-2021,12-00,11.6,213,0.97,4151.164601,0,2,91,44,24.119999
1836,18-03-2021,13-00,11.8,204,0.97,4044.310923,0,2,85,52,25.199999
1837,18-03-2021,14-00,11.5,192,0.97,3709.637138,0,2,85,52,25.56
1838,18-03-2021,15-00,11.5,180,0.97,3477.784817,0,2,85,52,26.28
1839,18-03-2021,16-00,11.4,203,0.97,3888.06262,0,2,83,63,25.919998
1840,18-03-2021,17-00,11.4,225,0.97,4309.429012,0,2,83,63,24.119999
1841,18-03-2021,18-00,11.4,201,0.97,3849.756584,0,2,83,63,20.880001
1842,18-03-2021,19-00,11.8,52,0.97,1030.902784,0,2,78,66,11.5199995
1843,18-03-2021,20-00,11.8,51,0.97,1011.077731,0,2,78,66,7.5599995
1844,18-03-2021,21-00,11.8,48,0.97,951.6025701,0,2,78,66,4.32
1845,18-03-2021,22-00,11.8,43,0.97,852.4773024,0,2,76,72,5.7599998
1846,18-03-2021,23-00,11.6,38,0.97,740.5833561,0,2,76,72,7.2
1847,18-03-2021,24-00,11.4,36,0.97,689.5086419,0,2,76,72,7.92
1848,19-03-2021,01-00,11.4,159,0.97,3045.329835,0,2,80,69,7.92
1849,19-03-2021,02-00,11.4,161,0.97,3083.635871,0,2,80,69,7.5599995
1850,19-03-2021,03-00,11.4,161,0.97,3083.635871,0,2,80,69,7.92
1851,19-03-2021,04-00,11.3,173,0.97,3284.40654,0,2,89,51,7.92
1852,19-03-2021,05-00,11.2,207,0.97,3895.118994,0,2,89,51,7.92
1853,19-03-2021,06-00,11.8,225,0.97,4460.637047,0,2,89,51,8.64
1854,19-03-2021,07-00,11.2,269,0.97,5061.772993,0,2,96,27,10.08
1855,19-03-2021,08-00,11.5,274,0.97,5293.961332,0,2,96,27,10.08
1856,19-03-2021,09-00,11.6,256,0.97,4989.193136,0,2,96,27,11.5199995
1857,19-03-2021,10-00,11.7,240,0.97,4717.690708,0,2,92,38,18.359999
1858,19-03-2021,11-00,11.9,221,0.97,4418.466806,0,2,92,38,25.919998
1859,19-03-2021,12-00,11.9,201,0.97,4018.605557,0,2,92,38,28.44
1860,19-03-2021,13-00,11.6,190,0.97,3702.91678,0,2,78,64,32.760002
1861,19-03-2021,14-00,11.7,184,0.97,3616.896209,0,2,78,64,36
1862,19-03-2021,15-00,11.8,173,0.97,3429.734263,0,2,78,64,37.44
1863,19-03-2021,16-00,11.4,206,0.97,3945.521673,0,2,76,66,38.519997
1864,19-03-2021,17-00,11.3,232,0.97,4404.522065,0,2,76,66,40.32
1865,19-03-2021,18-00,11.4,188,0.97,3600.767352,0,2,76,66,36.719997
1866,19-03-2021,19-00,11.8,53,0.97,1050.727838,0,2,81,64,32.039997
1867,19-03-2021,20-00,11.8,50,0.97,991.2526772,0,2,81,64,29.88
1868,19-03-2021,21-00,11.9,46,0.97,919.6808737,0,2,81,64,29.16
1869,19-03-2021,22-00,11.8,42,0.97,832.6522488,0,2,74,67,27
1870,19-03-2021,23-00,11.6,38,0.97,740.5833561,0,2,74,67,25.199999
1871,19-03-2021,24-00,11.6,36,0.97,701.6052847,0,2,74,67,24.48
1872,20-03-2021,01-00,11.5,160,0.97,3091.364281,0,2,77,63,21.96
1873,20-03-2021,02-00,11.5,160,0.97,3091.364281,0,2,77,63,20.519999
1874,20-03-2021,03-00,11.4,161,0.97,3083.635871,0,2,77,63,18
1875,20-03-2021,04-00,11.4,175,0.97,3351.77812,0,2,88,41,15.84
1876,20-03-2021,05-00,11.2,210,0.97,3951.569994,0,2,88,41,15.119999
1877,20-03-2021,06-00,11.8,220,0.97,4361.51178,0,2,88,41,15.4800005
1878,20-03-2021,07-00,11.7,227,0.97,4462.149128,0,2,95,32,15.119999
1879,20-03-2021,08-00,11.4,268,0.97,5133.008778,0,2,95,32,18
1880,20-03-2021,09-00,11.8,240,0.97,4758.01285,0,2,95,32,27
1881,20-03-2021,10-00,11.8,238,0.97,4718.362743,0,2,95,40,29.16
1882,20-03-2021,11-00,11.3,213,0.97,4043.806896,0,2,95,40,32.039997
1883,20-03-2021,12-00,11.3,212,0.97,4024.821887,0,2,95,40,32.399998
1884,20-03-2021,13-00,11.5,192,0.97,3709.637138,0,2,81,71,32.039997
1885,20-03-2021,14-00,11.4,118,0.97,2260.056104,0,2,81,71,33.12
1886,20-03-2021,15-00,11.2,195,0.97,3669.314995,0,2,81,71,33.48
1887,20-03-2021,16-00,11.2,243,0.97,4572.530994,0,2,75,76,33.12
1888,20-03-2021,17-00,11.2,229,0.97,4309.092994,0,2,75,76,31.68
1889,20-03-2021,18-00,11.2,207,0.97,3895.118994,0,2,75,76,28.08
1890,20-03-2021,19-00,11.6,49,0.97,954.9627487,0,2,78,64,20.16
1891,20-03-2021,20-00,11.5,48,0.97,927.4092844,0,2,78,64,17.64
1892,20-03-2021,21-00,11.8,48,0.97,951.6025701,0,2,78,64,14.4
1893,20-03-2021,22-00,11.8,42,0.97,832.6522488,0,2,71,75,13.32
1894,20-03-2021,23-00,11.6,38,0.97,740.5833561,0,2,71,75,11.5199995
1895,20-03-2021,24-00,11.6,36,0.97,701.6052847,0,2,71,75,10.08
1896,21-03-2021,01-00,11.4,163,0.95,3057.57197,1,2,77,61,9.36
1897,21-03-2021,02-00,11.4,163,0.95,3057.57197,1,2,77,61,8.64
1898,21-03-2021,03-00,11.4,163,0.95,3057.57197,1,2,77,61,8.28
1899,21-03-2021,04-00,11.4,173,0.95,3245.153073,1,2,88,43,7.92
1900,21-03-2021,05-00,11.6,180,0.95,3435.695982,1,2,88,43,7.2
1901,21-03-2021,06-00,11.2,208,0.95,3833.236283,1,2,88,43,6.4799995
1902,21-03-2021,07-00,11.2,243,0.95,4478.252004,1,2,96,30,6.4799995
1903,21-03-2021,08-00,11.4,259,0.95,4858.350554,1,2,96,30,7.92
1904,21-03-2021,09-00,11.3,248,0.95,4611.204224,1,2,96,30,11.5199995
1905,21-03-2021,10-00,11.6,227,0.95,4332.794377,1,2,93,45,14.4
1906,21-03-2021,11-00,11.7,204,0.95,3927.355924,1,2,93,45,16.919998
1907,21-03-2021,12-00,11.8,195,0.95,3786.176463,1,2,93,45,20.16
1908,21-03-2021,13-00,11.8,189,0.95,3669.678725,1,2,81,65,20.880001
1909,21-03-2021,14-00,11.5,174,0.95,3292.541983,1,2,81,65,19.8
1910,21-03-2021,15-00,11.2,186,0.95,3427.79783,1,2,81,65,18.72
1911,21-03-2021,16-00,11.2,201,0.95,3704.233139,1,2,76,76,20.16
1912,21-03-2021,17-00,11.5,203,0.95,3841.29898,1,2,76,76,20.16
1913,21-03-2021,18-00,11.7,186,0.95,3580.824519,1,2,76,76,17.64
1914,21-03-2021,19-00,11.7,50,0.95,962.5872363,1,2,75,64,12.24
1915,21-03-2021,20-00,11.8,50,0.95,970.8144776,1,2,75,64,13.32
1916,21-03-2021,21-00,11.7,47,0.95,904.8320021,1,2,75,64,10.799999
1917,21-03-2021,22-00,11.6,43,0.95,820.7495957,1,2,72,89,10.440001
1918,21-03-2021,23-00,11.5,37,0.95,700.1382377,1,2,72,89,12.24
1919,21-03-2021,24-00,11.4,35,0.95,656.5338586,1,2,72,89,15.119999
1920,22-03-2021,01-00,11.3,172,0.97,3265.421531,0,2,79,72,19.44
1921,22-03-2021,02-00,11.3,176,0.97,3341.361567,0,2,79,72,20.880001
1922,22-03-2021,03-00,11.3,176,0.97,3341.361567,0,2,79,72,21.24
1923,22-03-2021,04-00,11.2,182,0.97,3424.693995,0,2,91,40,20.880001
1924,22-03-2021,05-00,11.4,194,0.97,3715.685459,0,2,91,40,19.44
1925,22-03-2021,06-00,11.5,211,0.97,4076.736646,0,2,91,40,19.08
1926,22-03-2021,07-00,11.4,239,0.97,4577.571261,0,2,91,40,18.72
1927,22-03-2021,08-00,11.3,261,0.97,4955.087323,0,2,91,40,19.08
1928,22-03-2021,09-00,11.4,247,0.97,4730.795404,0,2,91,40,25.919998
1929,22-03-2021,10-00,11.8,236,0.97,4678.712636,0,2,96,43,27.72
1930,22-03-2021,11-00,11.7,202,0.97,3970.723012,0,2,96,43,27.359999
1931,22-03-2021,12-00,11.4,190,0.97,3639.073388,0,2,96,43,26.64
1932,22-03-2021,13-00,11.5,179,0.97,3458.46379,0,2,86,48,26.64
1933,22-03-2021,14-00,11.7,170,0.97,3341.697585,0,2,86,48,25.919998
1934,22-03-2021,15-00,11.7,180,0.97,3538.268031,0,2,86,48,26.28
1935,22-03-2021,16-00,11.6,196,0.97,3819.850995,0,2,86,31,26.64
1936,22-03-2021,17-00,11.4,215,0.97,4117.898833,0,2,86,31,27.359999
